"Experiment","CPU Time(Secs)","Method Name"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.41.er","2528.158","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.41.er","2527.818","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.41.er","2527.808","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.41.er","2527.808","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.41.er","2487.560","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.41.er","40.248","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.41.er","0.220","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.41.er","0.220","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.41.er","0.210","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.41.er","0.210","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.41.er","0.200","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.41.er","0.100","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.41.er","0.100","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.41.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.<init>()"
"test.41.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.42.er","411.438","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.42.er","410.967","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.42.er","410.967","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.42.er","410.967","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.42.er","404.553","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.42.er","6.424","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.42.er","0.320","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.42.er","0.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.42.er","0.310","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.42.er","0.310","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.42.er","0.300","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.42.er","0.120","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.42.er","0.120","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.42.er","0.030","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.42.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.42.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.42.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.43.er","354.648","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.43.er","354.338","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.43.er","354.338","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.43.er","354.328","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.43.er","348.504","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.43.er","5.814","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.43.er","0.150","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.43.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.43.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.43.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.43.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.43.er","0.140","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.43.er","0.140","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.43.er","0.010","eu.prismacloud.primitives.zkpgs.util.NumberConstants.<clinit>()"
"test.44.er","415.090","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.44.er","414.800","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.44.er","414.790","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.44.er","414.790","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.44.er","407.835","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.44.er","6.955","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.44.er","0.140","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.44.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.44.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.44.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.44.er","0.130","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.44.er","0.130","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.44.er","0.130","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.<init>()"
"test.44.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.45.er","2096.867","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.45.er","2096.667","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.45.er","2096.657","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.45.er","2096.657","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.45.er","2061.752","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.45.er","34.874","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.45.er","0.130","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.45.er","0.130","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.45.er","0.060","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.45.er","0.060","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.45.er","0.050","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.45.er","0.050","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.45.er","0.050","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.45.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.45.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.45.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.45.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.46.er","375.853","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.46.er","375.403","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.46.er","375.393","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.46.er","375.393","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.46.er","369.018","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.46.er","6.384","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.46.er","0.320","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.46.er","0.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.46.er","0.310","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.46.er","0.310","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.46.er","0.300","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.46.er","0.120","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.46.er","0.120","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.46.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.46.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.46.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.47.er","484.419","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.47.er","484.139","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.47.er","484.129","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.47.er","484.129","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.47.er","476.753","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.47.er","7.375","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.47.er","0.140","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.47.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.47.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.47.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.47.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.47.er","0.120","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.47.er","0.120","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.47.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.48.er","1339.917","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.48.er","1339.767","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.48.er","1339.757","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.48.er","1339.757","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.48.er","1318.722","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.48.er","21.015","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.48.er","0.110","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.48.er","0.110","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.48.er","0.020","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.48.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.<init>(eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ, java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createCommitmentGroupGenerator(java.math.BigInteger, java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.48.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.49.er","984.008","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.49.er","983.848","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.49.er","983.848","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.49.er","983.848","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.49.er","968.427","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.49.er","15.391","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.49.er","0.110","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.49.er","0.110","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.49.er","0.040","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.49.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.49.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.49.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.49.er","0.030","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.49.er","0.010","eu.prismacloud.primitives.zkpgs.util.NumberConstants.<clinit>()"
"test.4.er","10.057","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.4.er","8.626","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.4.er","8.616","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.4.er","8.616","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.4.er","8.406","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.4.er","1.411","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.4.er","1.411","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.4.er","1.381","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.4.er","1.381","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.4.er","1.351","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.4.er","0.260","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.4.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.4.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.4.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.4.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.4.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
